"symboling","make","fuel.type","aspiration","num.of.doors","body.style","drive.wheels","engine.location","wheel.base","length","width","height","curb.weight","engine.type","num.of.cylinders","engine.size","fuel.system","bore","stroke","compression.ratio","horsepower","peak.rpm","city.mpg","highway.mpg","price","log_price"
0,"toyota","diesel","std","four","hatchback","fwd","front",95.7,166.3,64.4,52.8,2275,"ohc","three_four",110,"idi",3.27,3.35,22.5,56,4500,38,47,7788,8.96033936649209
0,"toyota","gas","std","four","sedan","fwd","front",95.7,166.3,64.4,53,2094,"ohc","three_four",98,"2bbl",3.19,3.03,9,70,4800,38,47,7738,8.95389853526046
0,"toyota","gas","std","four","hatchback","fwd","front",95.7,166.3,64.4,52.8,2122,"ohc","three_four",98,"2bbl",3.19,3.03,9,70,4800,28,34,8358,9.03097444300786
0,"toyota","gas","std","four","sedan","fwd","front",95.7,166.3,64.4,52.8,2140,"ohc","three_four",98,"2bbl",3.19,3.03,9,70,4800,28,34,9258,9.13324332159122
1,"toyota","gas","std","two","sedan","rwd","front",94.5,168.7,64,52.6,2169,"ohc","three_four",98,"2bbl",3.19,3.03,9,70,4800,29,34,8058,8.99442066575129
1,"toyota","gas","std","two","hatchback","rwd","front",94.5,168.7,64,52.6,2204,"ohc","three_four",98,"2bbl",3.19,3.03,9,70,4800,29,34,8238,9.01651287499603
1,"toyota","gas","std","two","sedan","rwd","front",94.5,168.7,64,52.6,2265,"dohc","three_four",98,"mpfi",3.24,3.08,9.4,112,6600,26,29,9298,9.13755460225053
1,"toyota","gas","std","two","hatchback","rwd","front",94.5,168.7,64,52.6,2300,"dohc","three_four",98,"mpfi",3.24,3.08,9.4,112,6600,26,29,9538,9.16303909885817
2,"toyota","gas","std","two","hardtop_convert","rwd","front",98.4,176.2,65.6,52,2540,"ohc","three_four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,8449,9.04180337015285
2,"toyota","gas","std","two","hardtop_convert","rwd","front",98.4,176.2,65.6,52,2536,"ohc","three_four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,9639,9.17357264778397
2,"toyota","gas","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2551,"ohc","three_four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,9989,9.20923976653215
2,"toyota","gas","std","two","hardtop_convert","rwd","front",98.4,176.2,65.6,52,2679,"ohc","three_four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,11199,9.32357976758269
2,"toyota","gas","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2714,"ohc","three_four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,11549,9.35435413211509
2,"toyota","gas","std","two","hardtop_convert","rwd","front",98.4,176.2,65.6,53,2975,"ohc","three_four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,17669,9.77956697061665
-1,"toyota","gas","std","four","sedan","fwd","front",102.4,175.6,66.5,54.9,2326,"ohc","three_four",122,"mpfi",3.31,3.54,8.7,92,4200,29,34,8948,9.09918532261002
-1,"toyota","diesel","turbo","four","sedan","fwd","front",102.4,175.6,66.5,54.9,2480,"ohc","three_four",110,"idi",3.27,3.35,22.5,73,4500,30,33,10698,9.2778120870912
-1,"toyota","gas","std","four","hatchback","fwd","front",102.4,175.6,66.5,53.9,2414,"ohc","three_four",122,"mpfi",3.31,3.54,8.7,92,4200,27,32,9988,9.20913965139966
-1,"toyota","gas","std","four","sedan","fwd","front",102.4,175.6,66.5,54.9,2414,"ohc","three_four",122,"mpfi",3.31,3.54,8.7,92,4200,27,32,10898,9.29633456514304
-1,"toyota","gas","std","four","hatchback","fwd","front",102.4,175.6,66.5,53.9,2458,"ohc","three_four",122,"mpfi",3.31,3.54,8.7,92,4200,27,32,11248,9.32794561405045
3,"toyota","gas","std","two","hatchback","rwd","front",102.9,183.5,67.7,52,2976,"dohc","five_six",171,"mpfi",3.27,3.35,9.3,161,5200,20,24,16558,9.71462464769875
3,"toyota","gas","std","two","hatchback","rwd","front",102.9,183.5,67.7,52,3016,"dohc","five_six",171,"mpfi",3.27,3.35,9.3,161,5200,19,24,15998,9.68021899340877
-1,"toyota","gas","std","four","sedan","rwd","front",104.5,187.8,66.5,54.1,3131,"dohc","five_six",171,"mpfi",3.27,3.35,9.2,156,5200,20,24,15690,9.66077884572708
-1,"toyota","gas","std","four","wagon","rwd","front",104.5,187.8,66.5,54.1,3151,"dohc","five_six",161,"mpfi",3.27,3.35,9.2,156,5200,19,24,15750,9.66459564425378
2,"volkswagen","diesel","std","two","sedan","fwd","front",97.3,171.7,65.5,55.7,2261,"ohc","three_four",97,"idi",3.01,3.4,23,52,4800,37,46,7775,8.95866873704743
2,"volkswagen","gas","std","two","sedan","fwd","front",97.3,171.7,65.5,55.7,2209,"ohc","three_four",109,"mpfi",3.19,3.4,9,85,5250,27,34,7975,8.98406692765304
2,"volkswagen","diesel","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2264,"ohc","three_four",97,"idi",3.01,3.4,23,52,4800,37,46,7995,8.98657162526805
2,"volkswagen","gas","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2212,"ohc","three_four",109,"mpfi",3.19,3.4,9,85,5250,27,34,8195,9.01127949117793
2,"volkswagen","gas","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2275,"ohc","three_four",109,"mpfi",3.19,3.4,9,85,5250,27,34,8495,9.04723303410603
2,"volkswagen","diesel","turbo","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2319,"ohc","three_four",97,"idi",3.01,3.4,23,68,4500,37,42,9495,9.15852062324639
2,"volkswagen","gas","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2300,"ohc","three_four",109,"mpfi",3.19,3.4,10,100,5500,26,32,9995,9.2098402469345
3,"volkswagen","gas","std","two","hardtop_convert","fwd","front",94.5,159.3,64.2,55.6,2254,"ohc","three_four",109,"mpfi",3.19,3.4,8.5,90,5500,24,29,11595,9.35832924968963
3,"volkswagen","gas","std","two","hatchback","fwd","front",94.5,165.7,64,51.4,2221,"ohc","three_four",109,"mpfi",3.19,3.4,8.5,90,5500,24,29,9980,9.20833836930551
0,"volkswagen","gas","std","four","sedan","fwd","front",100.4,180.2,66.9,55.1,2661,"ohc","five_six",136,"mpfi",3.19,3.4,8.5,110,5500,19,24,13295,9.49514330367712
0,"volkswagen","diesel","turbo","four","sedan","fwd","front",100.4,180.2,66.9,55.1,2579,"ohc","three_four",97,"idi",3.01,3.4,23,68,4500,33,38,13845,9.53567943560506
0,"volkswagen","gas","std","four","wagon","fwd","front",100.4,183.1,66.9,55.1,2563,"ohc","three_four",109,"mpfi",3.19,3.4,9,88,5500,25,31,12290,9.41654120256008
-2,"volvo","gas","std","four","sedan","rwd","front",104.3,188.8,67.2,56.2,2912,"ohc","three_four",141,"mpfi",3.78,3.15,9.5,114,5400,23,28,12940,9.46807856805489
-1,"volvo","gas","std","four","wagon","rwd","front",104.3,188.8,67.2,57.5,3034,"ohc","three_four",141,"mpfi",3.78,3.15,9.5,114,5400,23,28,13415,9.50412876285973
-2,"volvo","gas","std","four","sedan","rwd","front",104.3,188.8,67.2,56.2,2935,"ohc","three_four",141,"mpfi",3.78,3.15,9.5,114,5400,24,28,15985,9.67940606149394
-1,"volvo","gas","std","four","wagon","rwd","front",104.3,188.8,67.2,57.5,3042,"ohc","three_four",141,"mpfi",3.78,3.15,9.5,114,5400,24,28,16515,9.71202433782489
-2,"volvo","gas","turbo","four","sedan","rwd","front",104.3,188.8,67.2,56.2,3045,"ohc","three_four",130,"mpfi",3.62,3.15,7.5,162,5100,17,22,18420,9.8211923098093
-1,"volvo","gas","turbo","four","wagon","rwd","front",104.3,188.8,67.2,57.5,3157,"ohc","three_four",130,"mpfi",3.62,3.15,7.5,162,5100,17,22,18950,9.84955921051057
-1,"volvo","gas","std","four","sedan","rwd","front",109.1,188.8,68.9,55.5,2952,"ohc","three_four",141,"mpfi",3.78,3.15,9.5,114,5400,23,28,16845,9.73180915584065
-1,"volvo","gas","turbo","four","sedan","rwd","front",109.1,188.8,68.8,55.5,3049,"ohc","three_four",141,"mpfi",3.78,3.15,8.7,160,5300,19,25,19045,9.8545598789127
-1,"volvo","gas","std","four","sedan","rwd","front",109.1,188.8,68.9,55.5,3012,"ohcv","five_six",173,"mpfi",3.58,2.87,8.8,134,5500,18,23,21485,9.9751102962091
-1,"volvo","diesel","turbo","four","sedan","rwd","front",109.1,188.8,68.9,55.5,3217,"ohc","five_six",145,"idi",3.01,3.4,23,106,4800,26,27,22470,10.0199363651794
-1,"volvo","gas","turbo","four","sedan","rwd","front",109.1,188.8,68.9,55.5,3062,"ohc","three_four",141,"mpfi",3.78,3.15,9.5,114,5400,19,25,22625,10.0268107685681
